<<INFO>> 2021-04-17 --- 12:56:07.904465 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 12:57:10.029508 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 12:58:33.596989 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:03:47.283303 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:04:18.098592 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:04:18.138465 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 13:10:11.785885 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 13:10:11.826273 >>>> Get Process Runing List
<<INFO>> 2021-04-20 --- 12:27:33.225604 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:33.380330 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:34.235866 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:34.389636 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:35.225928 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:35.393122 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:36.242862 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:36.398032 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:37.246507 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:37.400498 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:38.252783 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:38.408681 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:39.259288 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:39.412204 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:40.247606 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:40.417822 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:41.271142 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:41.443314 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:42.283947 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:42.453846 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:43.287825 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:43.459323 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:44.299633 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:44.472965 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:45.323679 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:45.484660 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:46.338446 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:46.492660 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:47.354716 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:47.486530 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:48.363506 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:48.500536 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:49.373508 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:49.512009 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:50.378630 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:50.518876 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:51.380464 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:51.521702 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:52.386284 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:52.527110 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:53.392159 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:53.532268 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:54.404750 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:54.544838 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:55.420584 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:55.559612 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:56.428514 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:56.556830 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:57.439039 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:57.579294 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:58.454438 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:58.580992 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:27:59.446067 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:27:59.587659 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:00.468240 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:00.607777 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:01.474222 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:01.610800 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:02.484625 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:02.625572 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:03.496286 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:03.636834 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:04.507895 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:04.646925 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:05.516916 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:05.654300 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:06.521493 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:06.660420 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:07.524571 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:07.663442 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:08.528231 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:08.668872 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:09.540362 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:09.683296 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:10.550115 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:10.689559 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:11.557341 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:11.686548 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:12.566400 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:12.706027 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:13.572083 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:13.710813 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:14.574678 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:14.714762 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:15.580218 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:15.721447 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:16.591134 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:16.732436 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:17.599797 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:17.747199 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:18.610228 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:18.750647 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:19.617826 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:19.757918 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:20.628129 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:20.766987 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:21.632497 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:21.773333 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:22.637254 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:22.777117 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:23.647929 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:23.787812 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:24.658022 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:24.786466 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:25.667931 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:25.808090 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:26.677501 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:26.830016 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:27.689661 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:27.829412 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:28.696434 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:28.836224 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:29.702906 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:29.843622 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:30.714473 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:30.854608 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:31.720284 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:31.860994 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:32.728715 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:32.870430 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:33.740586 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:33.884815 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:34.750764 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:34.890978 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:35.765891 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:35.904724 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:36.776781 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:36.918817 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:37.783605 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:37.925104 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:38.795809 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:38.934141 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:39.800222 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:39.938709 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:40.807270 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:40.946325 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:41.813908 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:41.953526 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:42.817748 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:42.949812 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:43.822732 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:43.964280 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:44.829849 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:44.969623 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:45.841664 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:45.980544 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:46.846310 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:46.986183 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:47.853118 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:47.991111 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:48.859077 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:49.000461 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:49.865569 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:50.005082 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:50.875871 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:51.017312 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:51.880310 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:52.016827 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:52.887817 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:53.027508 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:53.890129 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:54.026575 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:54.904280 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:55.042304 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:55.912114 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:56.051148 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:56.918175 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:57.055266 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:57.925099 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:58.063590 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:58.929505 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:28:59.059920 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:28:59.935907 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:00.076195 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:00.951058 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:01.089134 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:01.958114 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:02.095636 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:02.964911 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:03.107121 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:03.975581 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:04.115489 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:04.982916 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:05.121275 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:05.994825 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:06.135818 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:07.003327 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:07.144055 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:08.012480 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:08.141670 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:09.017914 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:09.158582 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:10.028095 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:10.166712 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:11.030202 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:11.169634 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:12.034157 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:12.173179 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:13.036824 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:13.175664 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:14.040038 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:14.178946 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:15.048185 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:15.187735 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:16.054793 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:16.194333 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:17.057648 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:17.187930 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:18.061560 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:18.201900 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:19.070203 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:19.209479 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:20.076502 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:20.216124 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:21.087871 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:21.225029 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:22.103897 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:22.226302 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:23.109701 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:23.232850 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:24.121449 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:24.244612 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:25.132797 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:25.260337 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:26.143749 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:26.259360 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:27.150895 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:27.274660 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:28.157859 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:28.281279 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:29.163659 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:29.286760 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:30.171919 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:30.285694 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:31.187610 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:31.295457 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:32.189833 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:32.290561 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:33.204730 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:33.312338 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:34.210784 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:34.320192 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:35.218275 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:35.318662 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:36.226986 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:36.334538 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:37.230415 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:37.339743 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:38.236388 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:38.345292 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:39.243550 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:39.350385 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:40.251580 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:40.352209 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:41.264804 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:41.374977 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:42.268694 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:42.376741 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:43.279921 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:43.389219 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:44.288124 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:44.397362 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:45.289283 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:45.396217 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:46.311075 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:46.419647 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:47.319259 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:47.427809 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:48.324111 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:48.431730 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:49.326581 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:49.433673 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:50.336337 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:50.435430 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:51.348959 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:51.451309 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:52.354134 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:52.462972 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:53.364568 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:53.472335 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:54.368423 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:54.477112 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:55.365228 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:55.472160 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:56.380250 >>>> Get Memory Percent Pid-- 1916
<<INFO>> 2021-04-20 --- 12:29:56.488463 >>>> Get Cpu Percent Pid 1916
<<INFO>> 2021-04-20 --- 12:29:57.388442 >>>> Get Memory Percent Pid-- 1916
