<<INFO>> 2021-04-17 --- 11:43:10.098425 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 11:43:10.142736 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 11:43:14.113336 >>>> Can not find Any Process with name firefox
<<INFO>> 2021-04-17 --- 11:43:14.124907 >>>> We Have exception in find Process firefox
<<INFO>> 2021-04-17 --- 11:43:34.383665 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 11:43:34.425832 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 11:51:52.779382 >>>> Get Cpu Percent Pid 12528
528
<<INFO>> 2021-04-17 --- 11:51:53.780592 >>>> Get Cpu Percent Pid 12528
528
<<INFO>> 2021-04-17 --- 11:51:54.780140 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:51:54.803123 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:51:55.601308 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.617295 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.626290 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.639282 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.647276 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.657269 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.664264 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.673260 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.680255 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.689250 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.695246 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.704241 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.711236 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.720231 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.727226 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.736221 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.743217 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.752210 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.758208 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.767202 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:55.780194 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:55.791242 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:56.800313 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:56.801312 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:57.811489 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:57.811489 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:58.823220 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:51:59.829485 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:51:59.830484 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:52:00.841280 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:52:00.841280 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:52:01.856472 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:52:01.856472 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:52:02.855500 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:52:02.855500 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:52:03.867203 >>>> Get Cpu Percent Pid 15444
<<INFO>> 2021-04-17 --- 11:52:03.867203 >>>> Get Memory Percent Pid-- 15444
<<INFO>> 2021-04-17 --- 11:52:03.925539 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:03.956526 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:03.965523 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:03.985312 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:03.992040 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.011337 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.018750 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.036654 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.044227 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.060232 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.067075 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.083505 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.090153 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.106348 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.112889 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.129363 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.136068 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.152201 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.158726 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.175195 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:04.188823 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:04.206390 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:05.205777 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:05.235761 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:06.206807 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:06.226801 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:07.207970 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:07.226963 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:08.223326 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:08.256304 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:09.228796 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:09.253618 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:10.243564 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:10.276733 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:11.249226 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:11.280207 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:12.251239 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:12.298342 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:13.254798 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:13.297082 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:14.267391 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:14.316943 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:15.273861 >>>> Get Memory Percent Pid-- 16188
<<INFO>> 2021-04-17 --- 11:52:15.314712 >>>> Get Cpu Percent Pid 16188
<<INFO>> 2021-04-17 --- 11:52:15.446361 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.474301 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.485420 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.501278 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.509761 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.522980 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.531042 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.544038 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.551977 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.565461 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.573472 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.586464 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.594460 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.607452 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.615447 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.628439 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.636434 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.649426 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.658418 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.671412 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:15.685404 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:15.698394 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:16.696685 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:16.708677 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:17.689859 >>>> Get Memory Percent Pid-- 12000
<<INFO>> 2021-04-17 --- 11:52:17.705852 >>>> Get Cpu Percent Pid 12000
<<INFO>> 2021-04-17 --- 11:52:17.777179 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.792166 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.800161 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.812154 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.820149 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.832141 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.840136 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.850444 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.856791 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.866434 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.872524 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.882226 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.888199 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.898105 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.904180 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.914176 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.920175 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.930167 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.936163 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.945159 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:17.958326 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:17.969318 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:18.981171 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:18.981171 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:19.982189 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:19.982189 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:20.997471 >>>> Get Memory Percent Pid-- 12528
<<INFO>> 2021-04-17 --- 11:52:20.997471 >>>> Get Cpu Percent Pid 12528
<<INFO>> 2021-04-17 --- 11:52:21.249474 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.266817 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.275109 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.288847 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.296288 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.305643 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.311810 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.320927 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.327223 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.336150 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.342410 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.351284 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.356920 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.366188 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.372411 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.380411 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.387414 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.396535 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.402738 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.411741 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:21.424389 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:21.435383 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:22.435028 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:22.453016 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:23.444310 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:23.464294 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:24.459164 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:24.481150 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:25.464274 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:25.489254 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:26.469179 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:26.494505 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:27.476224 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:27.509083 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:28.489276 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:28.511416 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:29.502110 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:29.532588 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:30.510700 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:30.540699 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:31.517515 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:31.542248 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:32.519404 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:32.550284 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:33.520636 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:33.551617 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:34.534717 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:34.567681 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:35.546803 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:35.577655 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:36.551889 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:36.581384 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:37.560067 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:37.590643 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:37.860601 >>>> Close Window Plot
<<INFO>> 2021-04-17 --- 11:52:40.502051 >>>> ***Plot UI Start***
<<INFO>> 2021-04-17 --- 11:52:40.540772 >>>> Get Process Runing List
<<INFO>> 2021-04-17 --- 11:52:53.593425 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.603420 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.610415 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.620409 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.627404 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.636399 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.643394 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.653389 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.660385 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.675375 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.698361 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.707356 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.713837 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.722831 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.728828 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.737822 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.744818 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.754812 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.761807 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.772310 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:53.785115 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:53.796129 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:54.798965 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:54.814950 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:55.812042 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:55.830026 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:56.809770 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:56.827759 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:57.824295 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:57.841284 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:58.826190 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:58.843179 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:52:59.836338 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:52:59.856330 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:00.846132 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:00.846132 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:01.851403 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:01.861397 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:02.854698 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:02.870694 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:03.864845 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:03.864845 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:04.866854 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:04.886842 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:05.869851 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:05.882843 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:06.875293 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:06.894274 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:07.879737 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:07.892722 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:08.885915 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:08.905905 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:09.893538 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:09.903527 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:10.900942 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:10.918933 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:11.907991 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:11.923985 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:12.923082 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:12.923082 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:13.929656 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:13.949649 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:14.933651 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:14.945642 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:15.935673 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:15.954662 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:16.936838 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:16.949831 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:17.939657 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:17.959638 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:18.947532 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:18.960523 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:19.952257 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:19.972240 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:20.953033 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:20.989024 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:21.957919 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:21.998087 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:22.973642 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:23.008144 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:23.980577 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:24.016128 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:24.983538 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:25.023562 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:25.986345 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:26.026132 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:26.991240 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:27.037751 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:28.007035 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:28.042553 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:29.019444 >>>> Get Memory Percent Pid-- 4460
<<INFO>> 2021-04-17 --- 11:53:29.047713 >>>> Get Cpu Percent Pid 4460
<<INFO>> 2021-04-17 --- 11:53:30.023333 >>>> Get Memory Percent Pid-- 4460
